id,reviewNumber,overallRating,date,summary,pros,cons,adviceToManagement,employeeType,position,reviewLink,workLife,culture,careerOpps,compBenefits,management
7829,empReview_1562705,4, 5 Jun 2012,The only thing I want to say about Tech Mahindra is I would love to work again with Tech Mahindra.,"Better career opportunities, nice working environment, challenging tasks, performance based compensation. In a nutshell, overall growth of an employee here.","IT and Telecom services based industry only.Being the part of Mahindra Group, Tech Mahindra is missing product based portfolio where it can develop telecom hardware etc.",Good Going..carry on,Former Employee - Senior Technical Associate,I worked at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1562705.htm,3,4,4,3,3
7830,empReview_1605520,3, 15 Jun 2012,Neutral..Not a good company to work for,No reasons..no pros in favour of Tech M,Not a good company to work for!!,Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1605520.htm,2,2,3,2,2
7831,empReview_1619067,3, 19 Jun 2012,TECH MAHINDRA WORK AND OTHER DETAILS,Good Co. for FreshersYou will learn at a better rate than other Co.You can learn many skills in a short tenure.Good People around,"Less Salary(not giving the proper money for the work taken)Less HikeHectic ScheduleNo Balance can be done,for freshers.Not Taken care at right time","Take Care of Emplyees with Salary and Schedule,so that yo can have better result",Current Employee - Tg1,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1619067.htm,1,3,4,2,2
7832,empReview_1555589,4, 4 Jun 2012,Tech Mahindra is a great company to work in.,Good Career Opportunities and Benefits,"So many good talents inside, difficulty to be the",Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1555589.htm,4,3,4,4,3
7833,empReview_1556195,4, 4 Jun 2012,Excellent..love it,"Little work pressure, good working environment","Hike is very less, difficult to make two end meet for people living far from hometowns.","No advice, Tech Mahindra is doing good now, out should remain as it is.",Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1556195.htm,3,5,4,2,4
7834,empReview_1566179,5, 6 Jun 2012,Very good Company to work,very good company to work in,may be the work on weekends,none,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1566179.htm,5,5,5,5,Null
7835,empReview_1553236,4, 3 Jun 2012,overall good experience,its a good company to work with,i dont feel any problem while working with techM,Null,Current Employee - Technical Associate,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW1553236.htm,4,4,4,3,4
7836,empReview_23618131,5, 29 Nov 2018,Work at your Pace!,Invests in you as a worker and the more work and responsibility you ask for then the more you receive.,Can't think of any cons for now.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra part-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23618131.htm,Null,Null,Null,Null,Null
7837,empReview_23618187,5, 29 Nov 2018,An overall good experience,"Really great and friendly people, nice office location, health care benefits are good too, easy access to all the amazing products, work/life balance is great (for the most part)",Feels like there are too many managers who decide on too many things without engineering input.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23618187.htm,5,5,5,5,5
7838,empReview_23618241,5, 29 Nov 2018,Great company to work for,Employee Friendly with good perks. Flexi timings,Too many frequent organizational changes,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23618241.htm,5,5,5,5,5
7839,empReview_23618311,5, 29 Nov 2018,Feedback,It's a great place to work.,Nothing bad about the company.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23618311.htm,5,5,5,5,5
7840,empReview_23632094,4, 29 Nov 2018,Senior Software Engineer,You can learn a lot of technologies,Few useless mandatory courses to take,Cut out boring courses,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23632094.htm,4,4,3,3,3
7841,empReview_23611180,4, 28 Nov 2018,Good for a start up career,Opportunities for growth are not too bad,low salarybad employment policies,Null,Current Employee - Senior Test Automation Engineer,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23611180.htm,3,4,3,1,2
7842,empReview_23533699,5, 23 Nov 2018,Amazing Tech Mahindra,I think Tech M is one the best Indian IT company.,have not faced any yet. Will update in future.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23533699.htm,5,5,5,5,5
7843,empReview_23447502,4, 16 Nov 2018,Senior Software Engineer,"Friendly work environment, Good work culture, onsite opportunities","low salary hike, not much employee friendly HR policies",Null,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23447502.htm,4,4,4,3,4
7844,empReview_23452220,4, 16 Nov 2018,good company,No best reasons to work at Tech Mahindra,Benefits are not competitive in a competitive market.,Null,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time,https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23452220.htm,2,3,3,2,3
7845,empReview_23644961,3, 30 Nov 2018,Test Manager,Large amount of projects available,Some policies should be changed,Null,Current Employee - Test Manager,I have been working at Tech Mahindra full-time (More than 8 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW23644961.htm,3,3,3,2,3
7846,empReview_13744364,2, 12 Feb 2017,Good for Starters but not good for staying long term,It has a very good training ground,Poor hikesSelfish upper managementImproper work life balance,"If you take care of your employees, they will in return take care of your customers.",Current Employee - Associate Systems Engineer,I have been working at Tech Mahindra (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13744364.htm,3,2,3,2,2
7847,empReview_13734951,3, 11 Feb 2017,Architect,Good exposure to technology overall .,lacks in employee friendly policy,NA,Current Employee - West Bengal,I have been working at Tech Mahindra full-time (More than 8 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13734951.htm,3,3,3,3,3
7848,empReview_13735083,2, 11 Feb 2017,Bad Organisation to work with!,Internal training for freshers are good. Travel opportunities are great but completely depends on the project you are working on.,Senior management is completely out of sync with employees. No fun at work. Opportunities are less. Appraisals are not encouraging. HR and RMG are never reachable.,Please hire quality managers and pass quality work to the employees. Better grievance system is required.,Former Employee - Infrastructure Support Engineer,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13735083.htm,1,3,1,2,1
7849,empReview_13497311,5, 26 Jan 2017,Software engineer,Good exposure to develop the skills and many knowledge development programmes,No increments for the experienced people.,Null,Current Employee - Software Engineer,I have been working at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13497311.htm,Null,Null,Null,Null,Null
7850,empReview_13721184,2, 10 Feb 2017,Senior Software Engineer,Good infrastructure / Sports club / Swimming Pool / Games and Recreation / Basket ball court,"No Career growth and guidance, Poor management and No transparency in Internal Tools / Job portals / People management hierarchy / Department Leadership / No effective turn around time for mails and escalations on queries.",Reiteration required on Easy tool / Internal Job postings about various projects and career development is not transparent in tool / Reporting Managers reverse feedback need to be considered while appraisal time,Current Employee - Senior Software Engineer,I have been working at Tech Mahindra full-time (More than 5 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13721184.htm,2,1,3,2,1
7851,empReview_13732439,2, 10 Feb 2017,About my former company,1. Learning is good2. If u r lucky u can have a very good team to work with3. Starter pack of engineering graduates is good.,1. Worst management. If u r a stranger to a project and if u r under Hr block nobody will help u around.2. Bsc/Bca graduates initial salary ia very worst.3. Dnt expect hike from this company. U can only buy pickle packet from it.4. Some teams are worst as they only need business and no extra curricular activities,1. They must reassess the policy of Bsc/Bca graduates.2. Policies must be reminded to associates through programs,Former Employee - Anonymous Employee,I worked at Tech Mahindra (More than 3 years),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13732439.htm,4,4,3,1,1
7852,empReview_13501975,4, 26 Jan 2017,Software Engineer,Very good work culture and environment,Increase in hike is average,Not really,Former Employee - Anonymous Employee,I worked at Tech Mahindra full-time (More than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13501975.htm,4,5,4,3,4
7853,empReview_13507658,4, 26 Jan 2017,Data Analyst,I have been working with more than 11 years/,Nothing,no,Current Employee - Anonymous Employee,I have been working at Tech Mahindra full-time (Less than a year),https://www.glassdoor.com/Reviews/Employee-Review-Tech-Mahindra-RVW13507658.htm,Null,Null,4,3,Null
